timestamp,symbol,side,size,price,tickDirection,trdMatchID,grossValue,homeNotional,foreignNotional,hour(timestamp)
2018-06-16T20:00:06.239452Z,XBTUSD,Buy,473,6502,PlusTick,e219e359-6ffa-5719-cba3-648738f64fd6,7274740,0.0727474,473,20
2018-06-17T04:00:03.591771Z,XBTUSD,Sell,300,6526.5,ZeroMinusTick,01433cd4-f83c-be53-e7ef-a7b0ee32bc93,4596600,0.045966,300,4
2018-06-17T12:00:09.249464Z,XBTUSD,Sell,84612,6511.5,ZeroMinusTick,db02e3ac-bae4-b8a8-e856-fe1452d75bdb,1299386484,12.99386484,84612,12
2018-06-17T20:00:03.612952Z,XBTUSD,Sell,200,6523.5,ZeroMinusTick,7e8d6d90-6bba-2c92-4caa-8405f33299d5,3065800,0.030658,200,20
2018-06-18T04:00:06.273537Z,XBTUSD,Buy,282,6413,PlusTick,b60c3c0d-f8cf-b1b9-fdd0-10c12eb64f98,4397226,0.04397226,282,4
2018-06-18T12:00:09.075778Z,XBTUSD,Buy,43,6419.5,ZeroPlusTick,15227315-2da4-29b0-6ca5-ea5cd766591f,669854,0.00669854,43,12
2018-06-18T20:00:07.323328Z,XBTUSD,Buy,1337,6700.5,PlusTick,46f26772-520f-e46a-2b78-0d58a553a1a9,19953388,0.19953388,1337,20
2018-06-19T04:00:06.822240Z,XBTUSD,Sell,6769,6691.5,ZeroMinusTick,6cb65381-d09b-8ebf-1ac3-31baeb3e275a,101155936,1.01155936,6769,4
2018-06-19T12:00:11.058552Z,XBTUSD,Buy,1591,6718,ZeroPlusTick,091df5f5-80a7-2135-f95f-48e5d14180a8,23682035,0.23682035,1591,12
2018-06-19T20:00:08.595453Z,XBTUSD,Buy,2,6737.5,PlusTick,744979b4-56c1-8032-0c03-4e1cda707b98,29684,2.9684e-4,2,20
2018-06-20T04:00:06.787525Z,XBTUSD,Buy,26,6609,ZeroPlusTick,8c9524a2-f224-d9c3-b3e0-77bf153449e6,393406,0.00393406,26,4
2018-06-20T12:00:12.430608Z,XBTUSD,Sell,5000,6632.5,MinusTick,75571e50-768a-71d5-e5a0-8a48970b01d9,75385000,0.75385,5000,12
2018-06-20T20:00:06.871326Z,XBTUSD,Buy,10,6753.5,ZeroPlusTick,2b5d8e04-4fe1-02c4-461c-6387c2372ca6,148070,0.0014807,10,20
2018-06-21T04:00:05.690657Z,XBTUSD,Buy,54379,6765.5,PlusTick,b0a18c41-8cae-0813-2800-4273712cce70,803775999,8.03775999,54379,4
2018-06-21T12:00:11.512197Z,XBTUSD,Sell,3000,6736.5,ZeroMinusTick,756a494c-185f-4c75-bd64-34072e437f76,44535000,0.44535,3000,12
2018-06-21T20:00:05.948086Z,XBTUSD,Sell,10,6713,ZeroMinusTick,79c6aced-1559-b193-13cb-aba967c0731a,148960,0.0014896,10,20
2018-06-22T04:00:04.450615Z,XBTUSD,Sell,3500,6666,ZeroMinusTick,9e6cf142-9b4e-cc62-4510-6f6b270942b8,52507000,0.52507,3500,4
2018-06-22T12:00:10.918830Z,XBTUSD,Buy,98,6352.5,ZeroPlusTick,f7ea5401-f418-f1f7-c9c4-9842aa7b355c,1542716,0.01542716,98,12
2018-06-22T20:00:11.096840Z,XBTUSD,Sell,17,6196,MinusTick,cfd9df80-abac-9e71-42f3-80c20c409706,274363,0.00274363,17,20
2018-06-23T04:00:04.319617Z,XBTUSD,Buy,55753,6111,PlusTick,d0f292c1-f4e5-b7f7-f0d6-40f7280afcf4,912342092,9.12342092,55753,4
2018-06-23T12:00:06.938143Z,XBTUSD,Sell,5453,6148.5,ZeroMinusTick,32552399-3581-52d5-f6f5-04f55c44f936,88687592,0.88687592,5453,12
2018-06-23T20:00:04.068475Z,XBTUSD,Sell,2,6153.5,ZeroMinusTick,52c3b14b-03ac-b7d7-95c8-c194ce9bd80c,32502,3.2502e-4,2,20
2018-06-24T04:00:08.135229Z,XBTUSD,Buy,125,6073.5,PlusTick,8b1b6d76-e7a7-b632-c0a9-746f1dba2f13,2058125,0.02058125,125,4
2018-06-24T12:00:14.928694Z,XBTUSD,Sell,40000,5925,ZeroMinusTick,3145eb3a-3b49-8266-7117-8e4c6d4d1180,675120000,6.7512,40000,12
2018-06-24T20:00:06.833907Z,XBTUSD,Buy,2500,6210,ZeroPlusTick,50175878-312a-a7e5-b79b-6165c6be55a6,40257500,0.402575,2500,20
2018-06-25T04:00:04.621397Z,XBTUSD,Sell,20000,6139,ZeroMinusTick,25cfa875-af0d-b1ce-9559-f79852c0e721,325780000,3.2578,20000,4
2018-06-25T12:00:09.211827Z,XBTUSD,Buy,500,6222.5,ZeroMinusTick,314cebed-1e42-b80d-4df2-aea638d81b45,8035500,0.080355,500,12
2018-06-25T20:00:06.304212Z,XBTUSD,Buy,10350,6258,ZeroPlusTick,83f22294-41de-9071-eb7c-a0e77b88af40,165393000,1.65393,10350,20
2018-06-26T04:00:03.688027Z,XBTUSD,Sell,10000,6232.5,ZeroMinusTick,8ccb1d00-77e5-3390-1777-fbd436c04adc,160450000,1.6045,10000,4
2018-06-26T12:00:11.231729Z,XBTUSD,Sell,1,6201.5,ZeroMinusTick,d74b8868-3390-4f8f-c416-5e72dbdc6519,16125,1.6125e-4,1,12
2018-06-26T20:00:03.654284Z,XBTUSD,Sell,1400,6169,ZeroMinusTick,a0344a6c-746b-c018-b45a-d663c3adbc60,22694000,0.22694,1400,20
2018-06-27T04:00:06.382709Z,XBTUSD,Sell,5,6043,MinusTick,800f33af-4b16-b5f8-b27d-1135bff945e0,82740,8.274e-4,5,4
2018-06-27T12:00:09.647130Z,XBTUSD,Buy,5702,6092,ZeroPlusTick,42c1b0ad-5871-1892-94b0-d2cd61c58bdd,93598330,0.9359833,5702,12
2018-06-27T20:00:09.191447Z,XBTUSD,Sell,104393,6137.5,MinusTick,0ce2586d-c030-1ed4-16fa-fc1d43380484,1700875149,17.00875149,104393,20
2018-06-28T04:00:05.995448Z,XBTUSD,Buy,300,6091.5,ZeroPlusTick,9d5a7660-9463-334b-23af-55be4968480b,4924800,0.049248,300,4
2018-06-28T12:00:11.038964Z,XBTUSD,Buy,1000,6107.5,PlusTick,ac79c7c4-fb1b-9527-db81-1e7b1f7ea275,16373000,0.16373,1000,12
2018-06-28T20:00:05.924082Z,XBTUSD,Buy,7000,6080.5,ZeroPlusTick,e649db44-ed1f-c2d7-5cdc-69c5840dc681,115122000,1.15122,7000,20
2018-06-29T04:00:04.849128Z,XBTUSD,Sell,1840,5872,MinusTick,837463ef-c263-7465-a058-9e63668d09f5,31335200,0.313352,1840,4
2018-06-29T12:00:24.046670Z,XBTUSD,Sell,60,5864.5,MinusTick,b4d11ef8-5cde-20b4-58de-166d92c8a283,1023120,0.0102312,60,12
2018-06-29T20:00:06.339890Z,XBTUSD,Sell,5,5884,ZeroMinusTick,8248b1a7-e840-4f97-6acc-ffddf3eef1d2,84975,8.4975e-4,5,20
2018-06-30T04:00:04.380450Z,XBTUSD,Buy,60,6367.5,ZeroPlusTick,9f8bea0d-4b36-1291-c99f-3ba8b9f30882,942300,0.009423,60,4
2018-06-30T12:00:10.023686Z,XBTUSD,Buy,263,6390.5,PlusTick,b90b1440-2362-5216-2840-c86b74179fc1,4115424,0.04115424,263,12
2018-06-30T20:00:05.285153Z,XBTUSD,Sell,2690,6327.5,MinusTick,2d239b50-6f80-ee98-5986-16c716754a5e,42512760,0.4251276,2690,20
2018-07-01T04:00:07.276185Z,XBTUSD,Sell,2,6349.5,ZeroMinusTick,07aa2753-9a17-934c-d3aa-33476b1a1d0f,31498,3.1498e-4,2,4
2018-07-01T12:00:13.949192Z,XBTUSD,Sell,5,6373.5,MinusTick,27528b3f-5457-fa9e-d058-62f8fcb8df59,78450,7.845e-4,5,12
2018-07-01T20:00:03.263625Z,XBTUSD,Buy,100,6319,ZeroPlusTick,d6c267fa-c272-ffd0-231e-d7b5751c14fb,1582500,0.015825,100,20
2018-07-02T04:00:03.272990Z,XBTUSD,Buy,80,6329,ZeroPlusTick,81b3ae61-dd6c-6776-5da4-59b7f6e84b86,1264000,0.01264,80,4
2018-07-02T12:00:14.223328Z,XBTUSD,Buy,48811,6333,ZeroPlusTick,849dd422-5a88-65a2-6363-127f6346fd99,770725690,7.7072569,48811,12
2018-07-02T20:00:04.430262Z,XBTUSD,Sell,250,6615,ZeroMinusTick,b9fdb5ba-a1e6-ac7b-ff5d-dee20859d132,3779250,0.0377925,250,20
2018-07-03T04:00:05.293823Z,XBTUSD,Sell,1,6625.5,ZeroMinusTick,2f1d6ce0-4f0b-ee09-b42a-37715b932965,15093,1.5093e-4,1,4
2018-07-03T12:00:09.999990Z,XBTUSD,Sell,200,6581,ZeroMinusTick,218162e5-917c-3341-c7b6-50ef66aa974c,3039000,0.03039,200,12
2018-07-03T20:00:06.214606Z,XBTUSD,Sell,90,6602,MinusTick,cf310cbb-a757-8fdb-de1b-2ae7738114ec,1363230,0.0136323,90,20
2018-07-04T04:00:04.604630Z,XBTUSD,Buy,400,6466.5,ZeroPlusTick,9bf89be2-313c-9822-9879-2c3008a09095,6185600,0.061856,400,4
2018-07-04T12:00:11.045539Z,XBTUSD,Buy,400,6516.5,ZeroPlusTick,ceb58a3a-cc4c-4ea7-aff9-03a0c7f59baf,6138400,0.061384,400,12
2018-07-04T20:00:05.696063Z,XBTUSD,Buy,400,6684.5,ZeroPlusTick,f46235ac-e9cf-8cee-fdc9-90f82a86a079,5984000,0.05984,400,20
2018-07-05T04:00:04.984270Z,XBTUSD,Buy,80,6619.5,ZeroPlusTick,bb7db4eb-f6af-4071-6863-36f8d4b0086e,1208560,0.0120856,80,4
2018-07-05T12:00:12.553655Z,XBTUSD,Buy,200,6617.5,ZeroPlusTick,ee9104b3-64d2-97cc-543f-ea3e09fc63e1,3022200,0.030222,200,12
2018-07-05T20:00:05.671822Z,XBTUSD,Sell,1057,6504,ZeroMinusTick,1f365efd-c797-e048-0de7-cd72bfeb318f,16251375,0.16251375,1057,20
2018-07-06T04:00:07.369570Z,XBTUSD,Buy,40,6523,PlusTick,312c1bd4-825d-f387-c3d0-51ea9ea8e9f7,613200,0.006132,40,4
2018-07-06T12:00:20.804818Z,XBTUSD,Sell,116,6525,ZeroMinusTick,c309306c-8960-828c-7ea3-59fee3a5c3b1,1777816,0.01777816,116,12
2018-07-06T20:00:04.764744Z,XBTUSD,Buy,40,6567,PlusTick,32a2539c-f45f-65f5-cce0-9bce1a220078,609120,0.0060912,40,20
2018-07-07T04:00:06.728459Z,XBTUSD,Buy,5000,6596,ZeroPlusTick,2e5b005d-f326-1eac-fbb6-c4ac22db7b7d,75805000,0.75805,5000,4
2018-07-07T12:00:12.263381Z,XBTUSD,Buy,9873,6581.5,PlusTick,aac18a0d-5b1e-58aa-a193-bb65a630ca49,150010362,1.50010362,9873,12
2018-07-07T20:00:06.329124Z,XBTUSD,Buy,1,6540,ZeroPlusTick,46e7b37d-0ca3-1e51-457b-366c5890e8ef,15291,1.5291e-4,1,20
2018-07-08T04:00:03.309406Z,XBTUSD,Buy,1443,6720,ZeroPlusTick,ae55b7f5-a85e-36d2-089c-c1227f0cbe47,21473283,0.21473283,1443,4
2018-07-08T12:00:11.673963Z,XBTUSD,Sell,3986,6731,ZeroMinusTick,0432d95e-76c7-642f-9ca6-85e588ef480e,59220002,0.59220002,3986,12
2018-07-08T20:00:07.464542Z,XBTUSD,Buy,5,6750,PlusTick,743644f4-03e9-04a9-e4b1-6e1c3f2f76e8,74075,7.4075e-4,5,20
2018-07-09T04:00:04.858948Z,XBTUSD,Buy,111,6709.5,ZeroPlusTick,ce79b782-79a4-cd0d-449d-d2426ceaeb8f,1654344,0.01654344,111,4
2018-07-09T12:00:10.310228Z,XBTUSD,Buy,100,6714.5,PlusTick,099f1aad-4441-a1fc-ee28-ae8f4df0e05c,1489300,0.014893,100,12
2018-07-09T20:00:06.257463Z,XBTUSD,Buy,2700,6710.5,ZeroPlusTick,4983df6b-9e13-ee18-6f79-785613524805,40235400,0.402354,2700,20
2018-07-10T04:00:03.394924Z,XBTUSD,Buy,250,6640,PlusTick,ba831010-a333-19bd-1ed9-50a88e1b7b73,3765000,0.03765,250,4
2018-07-10T12:00:08.920295Z,XBTUSD,Sell,5000,6360,MinusTick,0fa0872d-a33d-e9d6-e600-3f4fce3c126a,78615000,0.78615,5000,12
2018-07-10T20:00:04.589765Z,XBTUSD,Buy,3,6370,PlusTick,bbb7ab7a-96ac-bbc2-5625-e553475ec6a6,47097,4.7097e-4,3,20
2018-07-11T04:00:05.590072Z,XBTUSD,Sell,2572,6343,ZeroMinusTick,4d5578f3-5bc8-49b1-dd95-4850177a8ad1,40547580,0.4054758,2572,4
2018-07-11T12:00:10.845179Z,XBTUSD,Buy,5,6366,ZeroPlusTick,5b42eb41-2ac6-fe7c-597b-5d493d18a7ad,78540,7.854e-4,5,12
2018-07-11T20:00:05.646258Z,XBTUSD,Buy,1500,6347.5,PlusTick,deb95ae6-e1e9-ac8a-5ccf-7d22fc347fc3,23631000,0.23631,1500,20
2018-07-12T04:00:03.561341Z,XBTUSD,Buy,100,6341,PlusTick,19555a7f-72aa-6d19-ff86-8c058018c414,1577000,0.01577,100,4
2018-07-12T12:00:06.708300Z,XBTUSD,Sell,687,6166.5,ZeroMinusTick,e612884c-47dd-d81c-6095-c47fc62aa9b7,11141079,0.11141079,687,12
2018-07-12T20:00:03.786830Z,XBTUSD,Buy,400,6174.5,ZeroPlusTick,7faa03cc-053f-46cf-643e-cbd68fe82fbe,6478400,0.064784,400,20
2018-07-13T04:00:04.952468Z,XBTUSD,Buy,400,6239.5,ZeroPlusTick,08a53742-0a03-4b5c-74dc-1d30159df53f,6410800,0.064108,400,4
2018-07-13T12:00:08.412847Z,XBTUSD,Sell,100,6239.5,MinusTick,4f707d91-1cd9-a701-989f-91ef21ab67d3,1602700,0.016027,100,12
2018-07-13T20:00:04.931542Z,XBTUSD,Buy,1000,6179.5,PlusTick,33840288-4084-aa21-4ff8-73bb025728a5,16183000,0.16183,1000,20
2018-07-14T04:00:04.021988Z,XBTUSD,Sell,255,6210.5,ZeroMinusTick,df5ec4c1-29c6-fcbe-de3c-a982cdef0d13,4106010,0.0410601,255,4
2018-07-14T12:00:08.505837Z,XBTUSD,Sell,232,6225,MinusTick,e10c27ff-38cf-bff9-0915-456fba412f00,3726848,0.03726848,232,12
2018-07-14T20:00:03.925482Z,XBTUSD,Sell,100,6268,ZeroMinusTick,45268004-0e18-454e-e362-d7ec8bff5540,1595400,0.015954,100,20
2018-07-15T04:00:04.579959Z,XBTUSD,Buy,600,6253,PlusTick,b046fbd8-ba4e-ed87-8a89-9b8abfcc4056,9595200,0.095952,600,4
2018-07-15T12:00:07.529594Z,XBTUSD,Sell,1962,6343.5,ZeroMinusTick,f3b1e6ca-0f2c-9cd2-900f-70941a49be58,30928968,0.30928968,1962,12
2018-07-15T20:00:04.485393Z,XBTUSD,Buy,126,6361.5,PlusTick,0d712c50-c4f4-0faa-4c34-605dfa624eac,1980720,0.0198072,126,20
2018-07-16T04:00:03.820980Z,XBTUSD,Sell,100,6355,MinusTick,2c337790-c138-e951-5e90-0ffaf6e05b2e,1573600,0.015736,100,4
2018-07-16T12:00:08.018689Z,XBTUSD,Buy,500,6621.5,ZeroPlusTick,b1470344-b1dd-4cdd-00c1-89aae38c067f,7551000,0.07551,500,12
2018-07-16T20:00:03.913084Z,XBTUSD,Sell,2000,6677.5,PlusTick,afc95232-cf0f-5ed8-15c2-f0bae7687d26,29952000,0.29952,2000,20
2018-07-17T04:00:06.014760Z,XBTUSD,Sell,500,6732.5,MinusTick,d84fba37-2810-2ba7-6e12-12e0d0daae65,7426500,0.074265,500,4
2018-07-17T12:00:10.221714Z,XBTUSD,Sell,15,6684,MinusTick,8eab6def-5a86-5b0f-3ec7-6303465c451c,224415,0.00224415,15,12
2018-07-17T20:00:05.509562Z,XBTUSD,Sell,6000,7312,ZeroMinusTick,aca7ddce-e08e-c9a6-0d14-22ed4ef907c1,82056000,0.82056,6000,20
2018-07-18T04:00:06.704331Z,XBTUSD,Sell,500,7473,ZeroMinusTick,1bf538a3-b205-67ba-f2b6-51c030595fda,6691000,0.06691,500,4
2018-07-18T12:00:06.529106Z,XBTUSD,Buy,1041,7418,ZeroPlusTick,b615519e-2fab-f79e-a65e-9d7ce42611c6,14033721,0.14033721,1041,12
2018-07-18T20:00:05.928146Z,XBTUSD,Buy,10,7398,ZeroPlusTick,2c1993d4-92ed-7e65-8930-98f810e298af,135170,0.0013517,10,20
2018-07-19T04:00:04.589146Z,XBTUSD,Sell,125,7324.5,MinusTick,4e86c8e9-8761-d3c1-1389-6bb3b9223934,1706625,0.01706625,125,4
2018-07-19T12:00:09.315616Z,XBTUSD,Sell,600,7414.5,ZeroMinusTick,9b8b0274-8b47-05d9-c883-7d1426f2b131,8092200,0.080922,600,12
2018-07-19T20:00:04.931010Z,XBTUSD,Sell,1350,7452,ZeroMinusTick,a38cbcfd-4cbb-5ef1-6076-af6e7171ef5d,18115650,0.1811565,1350,20
2018-07-20T04:00:06.322491Z,XBTUSD,Buy,1000,7459.5,PlusTick,05bccd21-3323-6a92-9425-8bc0eb3f9a7b,13406000,0.13406,1000,4
2018-07-20T12:00:07.058411Z,XBTUSD,Buy,350,7490,ZeroPlusTick,6223f93f-0d17-f558-c8cb-9370d464790e,4672850,0.0467285,350,12
2018-07-20T20:00:06.030026Z,XBTUSD,Sell,3370,7348.5,MinusTick,bc028f9e-2c7f-d6d4-80c6-3705ed2a9f8b,45858960,0.4585896,3370,20
2018-07-21T04:00:05.664028Z,XBTUSD,Buy,325,7279,ZeroPlusTick,30b7555d-2fa2-a066-00bb-464c8b9c9ae2,4464850,0.0446485,325,4
2018-07-21T12:00:09.962141Z,XBTUSD,Buy,55,7313.5,ZeroPlusTick,f2088ba6-1631-1385-555d-bda20b76965a,752015,0.00752015,55,12
2018-07-21T20:00:04.405071Z,XBTUSD,Sell,7,7418,ZeroMinusTick,5906b108-5e58-0825-1e53-2fb5a5452ad5,94367,9.4367e-4,7,20
2018-07-22T04:00:04.879418Z,XBTUSD,Sell,5000,7418,MinusTick,769edddb-d407-21f6-c695-8fff06f47ecc,67405000,0.67405,5000,4
2018-07-22T12:00:10.593423Z,XBTUSD,Buy,1500,7445,PlusTick,bfd86ae7-8603-ef95-68f9-917177610d79,20148000,0.20148,1500,12
2018-07-22T20:00:05.381081Z,XBTUSD,Sell,5,7518,ZeroMinusTick,0856b096-962d-73fc-815a-2b90d59a0be0,66505,6.6505e-4,5,20
2018-07-23T04:00:04.967805Z,XBTUSD,Buy,48,7622,ZeroPlusTick,3f8668e2-da3f-a2c9-ffb4-2953395b8f9d,629760,0.0062976,48,4
2018-07-23T12:00:05.297851Z,XBTUSD,Buy,6,7684,ZeroPlusTick,7b564f07-67b5-00b5-f0f1-1f41d26cd18b,78084,7.8084e-4,6,12
2018-07-23T20:00:03.940304Z,XBTUSD,Buy,3906,7739,ZeroPlusTick,e08ed600-6f19-e331-ee73-94265c55d82e,50473332,0.50473332,3906,20
2018-07-24T04:00:04.403409Z,XBTUSD,Buy,470,7748,ZeroPlusTick,37bd5533-4158-0f5e-488e-1c21bd3e8b89,6066290,0.0606629,470,4
2018-07-24T12:00:08.224169Z,XBTUSD,Sell,3000,8249,MinusTick,3d317f9b-8e23-2ca3-e6fd-c304a3450700,36369000,0.36369,3000,12
2018-07-24T20:00:04.344162Z,XBTUSD,Sell,20000,8261.5,ZeroMinusTick,99041393-6f57-dd22-f3ad-9ceff3e5a61a,242080000,2.4208,20000,20
2018-07-25T04:00:04.934106Z,XBTUSD,Buy,1000,8368,PlusTick,394ecabc-6a42-4074-9cd2-bf18fd8aebd7,11950000,0.1195,1000,4
2018-07-25T12:00:08.145420Z,XBTUSD,Sell,3000,8198,MinusTick,e9a93737-690e-b817-7b65-9e59655c2faf,36594000,0.36594,3000,12
2018-07-25T20:00:04.562512Z,XBTUSD,Buy,250,8167.5,PlusTick,185592a4-9861-b9c0-df26-b6787e3a5d4f,3061000,0.03061,250,20
2018-07-26T04:00:05.942988Z,XBTUSD,Buy,500,8214.5,ZeroPlusTick,684796e0-7ad1-6e90-bce5-ce9b486cf718,6087000,0.06087,500,4
2018-07-26T12:00:09.073431Z,XBTUSD,Buy,10000,8251,ZeroPlusTick,42e0fae2-2f26-8111-4806-f33dfdb08b22,121200000,1.212,10000,12
2018-07-26T20:00:04.235741Z,XBTUSD,Sell,2000,8257.5,ZeroMinusTick,13df9abe-3812-d4e0-c53e-78e291800be2,24220000,0.2422,2000,20
2018-07-27T04:00:05.899680Z,XBTUSD,Buy,1000,7884,ZeroPlusTick,fec2770a-2290-4b95-2e8c-aa71f689f192,12684000,0.12684,1000,4
2018-07-27T12:00:08.713966Z,XBTUSD,Sell,158,7929.5,MinusTick,70fe1e19-1f25-9a6a-9259-5567d2f3ff6d,1992538,0.01992538,158,12
2018-07-27T20:00:06.686615Z,XBTUSD,Sell,200,8229.5,ZeroMinusTick,b1a87217-9c4f-1ce8-15b7-b5006d0a2c9d,2430200,0.024302,200,20
